"movie_id","score","genre_id"
1608,48703.5,0
91500,48354.5,0
1552,48340.5,0
786,48314.0,0
1544,47759.0,0
6378,47626.5,0
2529,47606.0,0
34405,47460.5,0
122886,47404.5,0
49530,47122.0,0
70,46964.5,0
1215,46502.5,0
1262,46228.0,0
2406,45884.5,0
2006,45451.0,0
2947,45299.0,0
60684,44420.5,0
1408,44366.0,0
104841,44359.5,0
653,44078.0,0
2001,44055.5,0
2167,43758.5,0
5459,43316.0,0
2005,43169.0,0
2890,42918.0,0
1396,42909.5,0
1320,42896.0,0
2288,42620.0,0
59369,42547.5,0
1377,41951.0,0
145,41913.5,0
370,41579.0,0
33679,41543.5,0
1275,41299.5,0
4085,41104.0,0
87232,41077.5,0
151,40946.5,0
77561,40877.5,0
2763,40833.5,0
59784,40600.0,0
76251,40418.0,0
3275,40405.5,0
115617,40266.5,0
2273,40264.0,0
55247,40023.0,0
1722,39745.5,0
8798,39532.5,0
5903,39148.5,0
552,38868.5,0
96079,38612.0,0
53125,38426.0,0
420,38342.0,0
1909,38177.0,0
466,38061.0,0
494,37836.5,0
173,37712.0,0
236,37649.0,0
112,37325.5,0
485,36830.5,0
96610,36595.5,0
119145,36539.5,0
2278,36279.0,0
36529,36055.0,0
160,36048.5,0
1274,35847.0,0
3703,35715.0,0
85414,35630.0,0
3717,35350.0,0
7458,35339.0,0
6537,35317.0,0
79702,35251.5,0
1690,34884.0,0
168,34853.0,0
45499,34796.0,0
3702,34634.0,0
1372,34194.5,0
2105,34166.5,0
1249,34092.5,0
376,33980.5,0
1287,33971.0,0
111362,33840.5,0
152081,33828.0,0
1953,33770.0,0
1375,33695.5,0
172,33448.0,0
8984,33290.0,0
106487,33247.5,0
34048,33103.0,0
3256,32869.0,0
8361,32838.5,0
91542,32755.0,0
110102,32404.5,0
2058,32206.5,0
86332,32171.0,0
7090,32097.0,0
4270,31897.0,0
2193,31829.0,0
4310,31357.5,0
1129,31228.5,0
1261,31037.0,0
7373,30959.0,0
88140,30845.5,0
53996,30731.0,0
8972,30602.5,0
69481,30412.0,0
3868,29956.0,0
315,29772.5,0
3624,29701.5,0
198,29552.0,0
2002,29425.0,0
2951,29324.0,0
102125,29074.0,0
7445,28959.5,0
3082,28641.0,0
2490,28416.0,0
4369,28353.0,0
31696,28334.5,0
2427,28241.5,0
44,28216.0,0
1047,27961.5,0
102445,27922.0,0
4643,27898.0,0
88744,27824.0,0
122892,27500.5,0
1918,27499.0,0
2949,27389.0,0
41569,27262.5,0
2948,27238.0,0
2701,27193.5,0
2944,26538.0,0
5388,26443.5,0
168252,26245.5,0
4299,25995.0,0
647,25969.5,0
166528,25900.0,0
122918,25623.0,0
4367,25539.5,0
94864,25506.0,0
2393,25343.0,0
4701,25037.0,0
2641,24949.5,0
115149,24870.5,0
54997,24849.0,0
170,24828.5,0
2403,24756.5,0
4638,24737.0,0
34319,24657.5,0
610,24594.5,0
108932,24577.0,0
122922,24446.5,0
3107,24432.5,0
61132,24419.5,0
1479,24196.5,0
2723,24189.5,0
4855,24070.5,0
3020,24049.5,0
5064,23922.5,0
93510,23791.0,0
60074,23759.5,0
122912,23559.0,0
122920,23466.0,0
63113,23354.5,0
59615,23293.0,0
204,23067.5,0
53972,23037.0,0
1209,23030.5,0
91630,22999.0,0
68319,22994.5,0
2826,22949.0,0
52722,22934.0,0
122900,22902.0,0
2881,22817.0,0
3555,22790.5,0
7022,22778.5,0
1587,22753.0,0
3698,22691.0,0
2366,22529.0,0
6754,22493.5,0
5219,22374.0,0
3681,22339.0,0
4901,22330.5,0
41997,22295.5,0
8917,22289.0,0
122916,22186.5,0
6350,22160.5,0
95167,22124.0,0
1254,22101.0,0
4344,21999.5,0
5254,21593.5,0
849,21380.5,0
1562,21325.0,0
57368,21181.5,0
1378,21021.0,0
5872,20890.5,0
1373,20177.5,0
95510,20171.0,0
103249,20153.5,0
7360,20005.0,0
2094,19887.0,0
303,19878.5,0
2728,19835.0,0
61024,19712.0,0
5574,19609.0,0
2722,19596.0,0
52281,19576.5,0
73321,19475.5,0
45186,19455.5,0
1586,19412.0,0
101864,19340.5,0
8371,19283.5,0
3104,19272.0,0
117529,19217.0,0
1385,19208.0,0
3740,19185.5,0
1801,19154.0,0
1882,19025.5,0
81564,19014.0,0
1831,18914.0,0
327,18845.0,0
2600,18691.0,0
31878,18669.5,0
3745,18631.5,0
81229,18629.5,0
2405,18626.0,0
49278,18566.0,0
112175,18548.0,0
37733,18440.0,0
46972,18434.0,0
6534,18385.0,0
2409,18282.5,0
1037,18161.0,0
6541,18131.5,0
3704,18114.5,0
34150,17927.0,0
1224,17777.5,0
8983,17768.0,0
94777,17756.5,0
60040,17638.5,0
5782,17582.5,0
86880,17570.5,0
106072,17350.0,0
2528,17314.0,0
103228,17300.0,0
2991,17210.5,0
82461,16949.0,0
51935,16877.0,0
60072,16825.0,0
6157,16783.0,0
3030,16700.0,0
3827,16656.5,0
2662,16615.5,0
103253,16612.0,0
5507,16594.5,0
1438,16479.0,0
7454,16414.5,0
3984,16289.5,0
107406,16278.0,0
1049,16140.5,0
53519,16120.0,0
3697,16109.0,0
187593,16069.0,0
2993,15898.0,0
3986,15883.0,0
114180,15877.5,0
57640,15861.5,0
2013,15860.5,0
2421,15834.5,0
2410,15814.0,0
1589,15783.5,0
72378,15759.0,0
4448,15739.5,0
115210,15699.5,0
748,15690.0,0
171763,15612.5,0
2616,15494.0,0
103042,15421.0,0
3635,15398.5,0
174055,15370.5,0
122926,15291.5,0
3267,15275.0,0
111360,15037.5,0
1792,15003.5,0
1687,14966.0,0
3638,14959.5,0
27660,14941.0,0
143355,14876.5,0
56775,14855.0,0
114662,14775.5,0
1100,14736.5,0
2411,14703.0,0
2402,14648.0,0
111781,14608.5,0
379,14607.5,0
5049,14503.5,0
114935,14498.0,0
2989,14416.5,0
940,14397.0,0
2527,14387.5,0
46530,14313.0,0
4232,14248.0,0
3438,14245.0,0
1591,14111.0,0
4084,14019.0,0
6548,13981.5,0
5152,13946.5,0
4161,13866.0,0
7387,13858.5,0
54995,13851.0,0
3113,13834.0,0
104913,13821.5,0
3639,13778.0,0
33162,13761.0,0
4351,13744.5,0
86,13632.0,0
68791,13595.5,0
6503,13587.5,0
79293,13529.5,0
40278,13499.0,0
7325,13470.0,0
3508,13419.0,0
6383,13395.0,0
836,13375.0,0
122906,13370.0,0
6283,13327.5,0
2990,13310.5,0
3264,13294.0,0
2471,13285.5,0
112138,13282.0,0
98961,13259.0,0
58025,13178.0,0
46970,13105.0,0
4103,12997.0,0
338,12960.0,0
23,12922.5,0
8810,12888.5,0
227,12826.0,0
8132,12811.5,0
106002,12753.0,0
42738,12709.0,0
195159,12683.5,0
3654,12661.5,0
2126,12656.0,0
3452,12628.5,0
493,12508.5,0
96737,12476.0,0
47200,12422.5,0
5944,12419.0,0
1499,12396.0,0
84944,12386.5,0
138036,12377.5,0
2986,12372.0,0
6709,12290.0,0
6564,12283.5,0
3744,12243.5,0
103341,12241.0,0
5171,12079.0,0
5785,12043.5,0
91535,11835.0,0
6059,11741.0,0
7482,11602.5,0
65514,11594.0,0
136020,11552.5,0
111659,11536.5,0
69526,11507.5,0
63859,11491.0,0
179819,11396.0,0
1616,11386.5,0
2376,11326.5,0
2642,11325.5,0
8861,11267.5,0
8865,11256.5,0
6156,11245.5,0
122914,11193.0,0
9,11103.5,0
5463,11094.0,0
546,11072.5,0
1218,11022.0,0
20,11020.5,0
3265,11006.5,0
2735,10988.0,0
99112,10965.5,0
5541,10934.5,0
87222,10910.0,0
79695,10902.0,0
3972,10898.5,0
168248,10873.5,0
4958,10839.0,0
7163,10811.5,0
533,10669.5,0
7004,10658.0,0
2808,10656.5,0
187541,10629.0,0
3763,10627.0,0
135569,10611.5,0
60126,10568.5,0
3062,10517.5,0
1429,10501.0,0
4238,10467.0,0
5026,10356.0,0
6618,10346.5,0
517,10326.0,0
519,10314.0,0
3959,10292.5,0
62849,10280.0,0
103772,10189.5,0
839,10167.5,0
58295,10166.5,0
79592,10159.0,0
90746,10138.5,0
78469,10127.0,0
8985,10109.5,0
1488,10026.5,0
1927,10017.0,0
3981,9981.5,0
1556,9889.0,0
37386,9877.0,0
761,9872.5,0
2533,9860.5,0
4121,9843.5,0
53464,9809.5,0
76,9737.5,0
3633,9708.5,0
1264,9693.0,0
89,9685.5,0
6595,9657.0,0
69644,9651.0,0
78105,9648.0,0
1518,9645.0,0
7569,9640.0,0
71530,9628.0,0
112171,9595.0,0
102123,9591.0,0
122924,9556.5,0
92420,9505.5,0
1515,9493.5,0
120466,9488.5,0
5313,9429.0,0
3999,9320.5,0
159093,9303.5,0
996,9261.0,0
86644,9251.0,0
2334,9210.0,0
134368,9194.5,0
6550,9157.0,0
2404,9130.0,0
57528,9087.5,0
3441,8940.5,0
86190,8937.0,0
737,8896.0,0
464,8814.0,0
90249,8765.5,0
4887,8744.0,0
36519,8735.0,0
4553,8731.5,0
140956,8725.0,0
135536,8661.5,0
2720,8653.0,0
55232,8637.5,0
95875,8615.0,0
80219,8582.0,0
104243,8508.0,0
1379,8377.5,0
798,8354.5,0
119141,8331.0,0
93838,8309.5,0
2414,8286.0,0
405,8194.5,0
67923,8167.0,0
861,8165.5,0
110553,8146.0,0
37727,8051.5,0
6893,8030.0,0
2412,8020.5,0
8640,8006.0,0
93363,7964.5,0
3836,7909.5,0
130634,7908.0,0
502,7863.0,0
1769,7847.0,0
71156,7814.5,0
136864,7780.5,0
87520,7767.5,0
2422,7756.0,0
2924,7744.5,0
51077,7732.5,0
6664,7684.0,0
67197,7641.5,0
694,7609.0,0
55995,7592.0,0
548,7555.0,0
15,7504.5,0
65682,7475.0,0
1833,7474.0,0
62999,7469.0,0
77866,7462.0,0
79185,7446.5,0
2468,7445.5,0
7439,7445.5,0
1431,7429.5,0
46335,7405.0,0
62374,7381.0,0
51412,7328.5,0
6857,7250.0,0
4210,7177.5,0
4005,7161.0,0
68793,7153.5,0
111364,7133.5,0
85510,7095.0,0
8370,7050.0,0
42,7014.0,0
688,7007.5,0
83613,6993.5,0
1772,6984.5,0
3066,6961.5,0
102716,6947.0,0
2530,6946.0,0
130490,6943.5,0
7076,6910.0,0
6764,6837.5,0
54999,6799.5,0
55721,6751.5,0
76293,6744.0,0
3593,6736.5,0
87430,6676.5,0
91485,6654.5,0
49651,6648.5,0
62081,6637.0,0
2476,6609.5,0
79139,6596.5,0
160438,6582.0,0
3439,6569.5,0
1726,6556.5,0
423,6550.0,0
2048,6537.0,0
76175,6531.5,0
104241,6526.0,0
188301,6521.5,0
120799,6502.0,0
73323,6466.0,0
3384,6464.0,0
2643,6418.0,0
27728,6401.5,0
85020,6397.5,0
2322,6375.5,0
3316,6357.0,0
132046,6288.5,0
85342,6235.0,0
54736,6205.5,0
175569,6180.5,0
74510,6135.5,0
176101,6122.5,0
52287,6111.5,0
179401,6100.0,0
3444,6099.5,0
96861,6095.0,0
5055,6071.5,0
4673,6068.0,0
6213,6045.5,0
544,6028.0,0
7570,6012.0,0
117895,5983.0,0
6264,5976.0,0
54648,5972.0,0
170705,5964.5,0
103810,5957.5,0
79057,5954.0,0
27801,5943.0,0
32596,5937.5,0
46965,5911.0,0
149406,5896.5,0
50794,5811.5,0
189333,5806.5,0
39435,5789.0,0
2905,5788.0,0
2802,5771.5,0
2524,5769.5,0
4866,5747.5,0
37830,5712.5,0
61248,5682.0,0
70336,5665.0,0
5621,5658.0,0
107069,5648.5,0
7802,5633.0,0
3032,5610.5,0
4799,5609.5,0
68205,5595.0,0
46322,5574.5,0
3705,5562.5,0
8937,5545.0,0
64030,5543.0,0
5420,5540.5,0
5540,5531.5,0
7007,5520.0,0
2344,5507.5,0
8977,5491.0,0
2532,5482.0,0
2153,5435.5,0
3682,5435.0,0
4387,5404.0,0
79224,5390.5,0
8633,5382.5,0
2531,5377.0,0
5040,5372.5,0
103372,5371.0,0
33437,5370.0,0
81782,5365.0,0
168612,5360.0,0
91976,5341.0,0
5479,5329.5,0
7164,5291.0,0
91974,5262.5,0
7766,5253.5,0
6294,5233.0,0
58103,5225.5,0
360,5210.5,0
3153,5202.0,0
80363,5200.0,0
3404,5189.5,0
56801,5183.0,0
4941,5174.0,0
109578,5174.0,0
108945,5164.0,0
40339,5163.5,0
42718,5124.5,0
56156,5119.5,0
3208,5119.0,0
187595,5111.5,0
85056,5101.5,0
8860,5098.0,0
74795,5080.0,0
8531,5064.5,0
32029,4999.0,0
886,4996.5,0
94780,4994.5,0
6645,4981.0,0
34534,4977.0,0
181,4960.0,0
6808,4920.5,0
101362,4907.0,0
173145,4897.5,0
52319,4891.5,0
103339,4878.0,0
73268,4875.0,0
122890,4871.0,0
183611,4870.5,0
49649,4862.5,0
83349,4850.0,0
8493,4841.5,0
6615,4832.5,0
511,4826.5,0
1866,4814.5,0
103384,4814.0,0
704,4796.0,0
4086,4791.5,0
113345,4788.0,0
7027,4771.5,0
3204,4766.0,0
69524,4764.0,0
71254,4752.0,0
66,4735.0,0
5247,4725.0,0
92507,4719.0,0
33834,4716.5,0
4846,4714.0,0
31804,4714.0,0
4396,4701.0,0
169984,4701.0,0
61160,4664.5,0
53550,4641.5,0
113573,4641.0,0
5093,4638.0,0
34332,4637.5,0
90600,4622.0,0
79553,4566.0,0
7980,4558.5,0
8253,4551.5,0
1752,4542.5,0
87192,4539.5,0
109673,4529.5,0
7925,4494.0,0
47044,4487.5,0
1681,4438.0,0
31221,4428.5,0
6966,4418.0,0
105653,4407.5,0
3997,4405.5,0
3841,4397.5,0
85131,4383.5,0
37380,4360.0,0
522,4347.0,0
122910,4318.0,0
611,4305.5,0
26242,4300.0,0
5047,4297.5,0
167746,4292.5,0
3440,4250.0,0
393,4222.5,0
558,4221.0,0
201773,4210.0,0
101112,4199.5,0
7235,4199.0,0
2815,4194.5,0
4159,4189.5,0
162350,4183.5,0
31420,4174.5,0
3576,4169.0,0
8604,4167.0,0
60937,4165.5,0
8666,4101.5,0
2457,4073.5,0
43928,4066.0,0
5478,4062.5,0
93326,4050.5,0
5899,4037.5,0
168254,4031.0,0
2429,4018.0,0
3879,3989.0,0
4719,3987.5,0
75985,3986.0,0
1858,3980.0,0
134170,3979.5,0
175661,3977.0,0
7573,3952.5,0
189203,3949.0,0
330,3947.0,0
27156,3943.5,0
1004,3929.5,0
2373,3927.5,0
110501,3918.0,0
94018,3915.0,0
60514,3903.5,0
7072,3871.0,0
1762,3839.5,0
34323,3831.5,0
114795,3814.5,0
100163,3812.0,0
162082,3808.5,0
7700,3808.0,0
5220,3803.5,0
3729,3798.0,0
5833,3774.5,0
3726,3774.0,0
112370,3755.5,0
173291,3753.5,0
4572,3722.0,0
74685,3691.0,0
4654,3681.0,0
1432,3676.0,0
32017,3661.5,0
3197,3659.5,0
70728,3657.0,0
40851,3651.5,0
809,3650.0,0
3430,3647.5,0
7376,3641.0,0
192389,3614.0,0
3802,3608.0,0
59103,3592.0,0
5027,3573.0,0
160080,3563.5,0
78,3559.5,0
1389,3537.5,0
120635,3516.5,0
4066,3512.5,0
132796,3485.0,0
135567,3485.0,0
122898,3484.5,0
4275,3478.0,0
4488,3476.0,0
7827,3475.5,0
4443,3465.0,0
160271,3451.5,0
103883,3439.5,0
96691,3394.5,0
2549,3394.0,0
5803,3390.0,0
6721,3366.0,0
2879,3363.5,0
7000,3351.5,0
74851,3347.0,0
3268,3331.5,0
90717,3324.5,0
479,3321.5,0
112897,3319.5,0
139642,3279.0,0
95207,3256.0,0
32460,3254.0,0
7381,3240.5,0
108188,3237.0,0
3864,3232.0,0
504,3222.5,0
3519,3194.5,0
4133,3189.5,0
1465,3180.5,0
61350,3143.0,0
62394,3119.0,0
6959,3112.5,0
4498,3081.5,0
106491,3081.0,0
3889,3061.5,0
143347,3060.0,0
86142,3053.5,0
75805,3040.5,0
102033,3038.0,0
2540,2999.5,0
48412,2984.0,0
2370,2980.5,0
72167,2973.5,0
34520,2971.0,0
99728,2939.0,0
8501,2927.5,0
8908,2915.5,0
4531,2915.0,0
45442,2914.5,0
100498,2906.0,0
1667,2900.0,0
2568,2897.5,0
5039,2872.5,0
65802,2872.0,0
390,2865.5,0
459,2857.0,0
102880,2838.5,0
71,2819.5,0
189363,2810.0,0
108928,2808.5,0
5628,2808.0,0
4265,2785.0,0
31184,2782.5,0
7757,2780.0,0
26152,2778.5,0
170875,2772.0,0
182823,2768.0,0
7017,2748.5,0
5522,2741.5,0
43921,2739.5,0
135137,2739.5,0
78893,2716.5,0
93805,2713.5,0
32898,2709.0,0
2956,2705.0,0
31660,2696.0,0
3405,2694.0,0
135518,2689.5,0
85401,2688.5,0
93766,2688.5,0
4207,2687.5,0
3946,2685.0,0
187031,2684.5,0
6996,2681.5,0
200818,2673.5,0
86835,2672.5,0
438,2671.5,0
152079,2670.5,0
113348,2657.5,0
1382,2655.5,0
33158,2648.0,0
8968,2642.0,0
101076,2638.0,0
86892,2619.5,0
26865,2597.5,0
140711,2597.0,0
5414,2591.5,0
3947,2582.5,0
96417,2577.0,0
4444,2575.5,0
6624,2554.5,0
4956,2531.0,0
59037,2521.0,0
57951,2519.0,0
4915,2516.0,0
3764,2511.5,0
81156,2506.5,0
168344,2505.0,0
8369,2503.5,0
667,2500.0,0
5796,2495.0,0
7040,2483.0,0
2170,2477.0,0
89087,2467.0,0
998,2464.5,0
4802,2434.5,0
88812,2432.5,0
136449,2425.5,0
31923,2422.0,0
51939,2420.5,0
122902,2419.0,0
3877,2413.0,0
27837,2413.0,0
990,2392.0,0
33672,2385.0,0
171765,2383.5,0
165347,2380.5,0
7369,2379.0,0
112818,2366.0,0
1788,2364.5,0
6448,2326.0,0
90888,2325.5,0
6566,2322.0,0
4748,2315.0,0
101577,2315.0,0
4339,2308.5,0
3769,2302.5,0
3029,2300.5,0
184471,2298.5,0
42015,2296.0,0
52950,2286.0,0
2275,2281.0,0
118898,2267.5,0
73929,2267.0,0
7070,2261.5,0
94985,2259.0,0
6800,2253.0,0
54771,2251.0,0
58297,2246.5,0
197175,2246.0,0
2365,2237.5,0
4640,2235.5,0
99910,2235.5,0
43917,2232.0,0
2807,2228.0,0
27193,2222.0,0
4613,2218.5,0
465,2214.5,0
70533,2205.5,0
167370,2200.0,0
4614,2197.0,0
142509,2191.5,0
143345,2188.0,0
103655,2178.0,0
34334,2173.5,0
65982,2171.5,0
77364,2170.5,0
4166,2165.5,0
1604,2162.0,0
547,2143.5,0
4826,2141.0,0
5046,2138.5,0
126430,2137.5,0
72489,2135.5,0
50005,2127.5,0
160563,2121.5,0
4224,2120.5,0
87529,2120.0,0
89840,2108.5,0
78041,2082.0,0
6014,2078.0,0
2041,2072.0,0
5843,2065.0,0
8016,2056.5,0
164981,2054.5,0
384,2048.0,0
6219,2048.0,0
6484,2043.0,0
69275,2042.5,0
5438,2041.5,0
72171,2040.5,0
7720,2039.0,0
5300,2038.0,0
4552,2036.0,0
94405,2032.0,0
26375,2016.0,0
7991,2014.0,0
5264,2008.0,0
91842,2007.0,0
135532,1996.0,0
692,1972.5,0
105954,1969.0,0
109850,1968.5,0
7056,1962.5,0
4042,1961.5,0
26840,1951.0,0
93563,1948.0,0
6686,1944.5,0
37853,1931.0,0
84187,1929.0,0
3771,1926.0,0
112911,1924.0,0
5678,1923.5,0
54775,1921.0,0
2748,1918.0,0
170827,1910.0,0
6078,1903.5,0
4682,1900.5,0
1606,1899.5,0
133195,1893.0,0
4466,1889.0,0
69278,1888.5,0
4939,1874.5,0
129937,1873.5,0
1427,1859.0,0
4440,1856.0,0
4756,1840.0,0
2475,1834.5,0
3766,1823.5,0
116887,1819.0,0
2625,1815.0,0
4438,1813.0,0
26547,1799.0,0
8167,1797.0,0
2364,1794.0,0
67695,1793.0,0
27869,1790.0,0
2535,1777.5,0
8235,1773.0,0
104925,1768.5,0
7048,1756.0,0
6196,1755.0,0
8912,1754.5,0
114246,1752.0,0
4203,1751.0,0
74668,1742.5,0
92938,1738.0,0
67508,1737.0,0
77201,1735.0,0
61026,1732.0,0
40959,1728.0,0
66785,1727.0,0
63433,1725.0,0
3957,1723.5,0
117466,1721.0,0
387,1719.0,0
5094,1716.0,0
2880,1714.5,0
82242,1707.5,0
104312,1706.5,0
2525,1706.0,0
1626,1704.5,0
46855,1691.0,0
108156,1689.5,0
1497,1682.0,0
74532,1679.0,0
8576,1673.5,0
6013,1672.5,0
79796,1670.5,0
166918,1660.5,0
3710,1656.5,0
6977,1656.5,0
2816,1654.0,0
176933,1651.5,0
26172,1649.5,0
6582,1639.5,0
183635,1637.5,0
189041,1632.5,0
77540,1631.0,0
89343,1620.5,0
875,1616.5,0
55167,1615.0,0
5965,1613.5,0
2521,1612.0,0
7193,1610.0,0
38095,1609.5,0
2582,1604.0,0
6280,1591.0,0
1631,1586.0,0
61401,1583.0,0
92008,1581.5,0
45183,1571.0,0
3761,1570.5,0
4200,1570.0,0
4636,1569.5,0
5523,1560.5,0
170813,1560.0,0
162322,1554.0,0
6946,1553.5,0
97836,1551.0,0
106785,1545.0,0
82744,1542.0,0
90403,1542.0,0
8605,1533.0,0
5460,1531.5,0
5069,1523.0,0
79879,1513.5,0
185585,1511.0,0
8268,1499.5,0
155509,1499.5,0
58627,1491.5,0
156607,1486.5,0
7300,1482.0,0
3406,1472.0,0
61465,1469.0,0
175585,1465.0,0
47952,1461.0,0
6990,1453.0,0
164821,1452.5,0
7894,1451.5,0
3584,1448.0,0
5665,1447.0,0
166558,1445.0,0
183843,1436.5,0
160565,1432.5,0
4947,1420.0,0
59014,1415.0,0
6185,1411.0,0
64997,1400.5,0
6722,1393.0,0
89190,1392.5,0
63222,1387.0,0
4565,1382.0,0
8045,1379.0,0
188749,1378.0,0
5246,1370.0,0
5609,1367.0,0
200838,1357.0,0
43558,1356.0,0
4580,1348.0,0
195163,1348.0,0
152591,1347.5,0
186587,1338.5,0
50162,1335.0,0
65596,1331.0,0
8117,1329.0,0
4397,1324.0,0
93297,1321.5,0
2893,1316.0,0
26425,1307.5,0
7844,1306.0,0
48319,1301.0,0
59336,1294.5,0
72209,1292.5,0
85796,1283.5,0
5638,1277.0,0
47254,1273.0,0
105585,1273.0,0
49314,1269.5,0
51277,1268.5,0
4675,1264.5,0
84942,1263.5,0
169982,1263.5,0
36509,1260.5,0
1925,1257.0,0
6812,1250.0,0
81132,1248.0,0
140737,1244.5,0
168498,1231.5,0
34536,1228.0,0
1112,1226.5,0
117867,1225.5,0
77667,1222.0,0
5244,1214.0,0
5999,1214.0,0
7016,1213.5,0
3837,1211.5,0
27816,1208.0,0
6300,1207.0,0
4721,1204.0,0
159690,1201.0,0
3898,1196.0,0
5612,1185.0,0
109569,1180.0,0
52462,1176.0,0
4355,1168.0,0
68486,1166.5,0
5691,1162.5,0
7782,1155.0,0
86628,1155.0,0
133802,1153.0,0
174585,1148.5,0
85354,1145.5,0
5493,1140.5,0
3431,1139.0,0
92681,1138.0,0
4574,1137.0,0
167738,1133.5,0
4142,1132.5,0
72165,1131.0,0
192307,1128.5,0
27032,1127.5,0
4749,1127.0,0
27608,1123.0,0
64231,1122.5,0
71129,1113.5,0
179221,1113.0,0
43419,1111.0,0
2817,1106.5,0
3372,1096.0,0
4965,1093.0,0
1744,1091.5,0
48678,1085.5,0
6882,1077.5,0
107314,1075.5,0
114439,1073.5,0
7756,1053.5,0
90524,1043.0,0
251,1042.5,0
26606,1037.0,0
2835,1035.0,0
142420,1034.5,0
74580,1033.0,0
4353,1032.5,0
6186,1031.5,0
26819,1028.5,0
50445,1022.0,0
66130,1021.5,0
3628,1000.5,0
63826,1000.0,0
169900,993.5,0
141544,985.0,0
4441,984.0,0
3563,983.0,0
1495,980.5,0
110968,980.5,0
1869,978.5,0
3432,973.5,0
27441,971.5,0
44849,969.0,0
39400,968.5,0
176935,967.5,0
6051,957.5,0
86815,953.0,0
1739,951.5,0
26340,951.5,0
7345,949.5,0
78467,949.5,0
196891,947.5,0
4442,946.0,0
5692,943.5,0
32387,935.0,0
108689,934.5,0
4543,927.0,0
7562,925.5,0
1523,919.5,0
78729,919.5,0
7310,916.0,0
2812,915.0,0
146309,911.5,0
55098,908.5,0
80398,906.5,0
188309,905.5,0
70697,904.5,0
52717,900.0,0
4568,898.5,0
6457,894.0,0
2741,891.0,0
3767,891.0,0
120637,886.0,0
5442,885.5,0
69746,885.0,0
27793,883.5,0
33681,882.5,0
68959,880.5,0
191367,880.0,0
4635,879.5,0
3643,877.5,0
161354,876.5,0
135456,875.5,0
3165,873.0,0
100737,871.0,0
59256,870.0,0
32300,869.0,0
7307,866.5,0
4401,864.0,0
67867,864.0,0
6506,863.5,0
70451,863.0,0
26184,862.0,0
162478,856.5,0
98239,856.0,0
189331,856.0,0
1599,855.5,0
110809,852.0,0
194396,839.5,0
4597,835.0,0
5961,834.0,0
117871,834.0,0
600,832.5,0
26688,832.5,0
4053,830.0,0
133798,830.0,0
27905,823.0,0
101137,823.0,0
157338,820.0,0
26148,818.0,0
31867,817.5,0
98607,817.0,0
52460,816.5,0
50003,805.0,0
26393,804.5,0
84613,799.0,0
26513,795.5,0
27376,791.5,0
7394,789.0,0
37477,787.5,0
43932,784.5,0
4750,783.5,0
4065,782.0,0
27109,781.5,0
33036,774.0,0
